,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,CP,pob_tot_muni,partido_gov_x,pob_tot_muni,partido_gov_y
635,Castilla y León,Burgos,Cerezo de Río Tirón,9098000100,CEREZO DE RÍO TIRÓN,1.0,0.0,1.0,1.0,"(42.491111111111, 3.1355555555556)","En Cerezo de Río Tirón, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 27 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",9098,5320,PSOE,5320,PSOE
636,Castilla y León,Burgos,Cerratón de Juarros,9100000100,CERRATÓN DE JUARROS,0.0,0.0,0.99,0.99,"(42.421944444444, 3.3738888888889)","En Cerratón de Juarros, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",9100,520,PP,520,PP
637,Castilla y León,Burgos,Cerratón de Juarros,9100000200,SAN OTERO,0.0,0.0,0.51,0.81,"(42.436508333333, 3.3787027777778)",Not found,9100,520,PP,520,PP
638,Castilla y León,Burgos,Cerratón de Juarros,9100000300,TURRIENTES,0.0,0.0,0.99,0.99,"(42.418102777778, 3.3610666666667)",Not found,9100,520,PP,520,PP
639,Castilla y León,Burgos,Ciadoncha,9101000100,CIADONCHA,1.0,0.0,1.0,1.0,"(42.160555555556, 3.9347222222222)","En Ciadoncha, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",9101,780,PP,780,PP
640,Castilla y León,Burgos,Cillaperlata,9102000100,CILLAPERLATA,1.0,0.0,1.0,1.0,"(42.7825, 3.3583333333333)",Not found,9102,350,PP,350,PP
641,Castilla y León,Burgos,Cilleruelo de Abajo,9103000100,CILLERUELO DE ABAJO,0.64,0.0,1.0,0.44,"(41.884166666667, 3.7955555555556)","En Cilleruelo de Abajo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",9103,2180,PSOE,2180,PSOE
642,Castilla y León,Burgos,Cilleruelo de Arriba,9104000100,CILLERUELO DE ARRIBA,0.89,0.0,1.0,0.99,"(41.904722222222, 3.6602777777778)","En Cilleruelo de Arriba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",9104,410,PP,410,PP
643,Castilla y León,Burgos,Ciruelos de Cervera,9105000100,BRIONGOS DE CERVERA,0.0,0.0,1.0,0.71,"(41.915, 3.5022222222222)",Not found,9105,1040,PP,1040,PP
644,Castilla y León,Burgos,Ciruelos de Cervera,9105000200,CIRUELOS DE CERVERA,0.0,0.0,1.0,1.0,"(41.905555555556, 3.53)","En Ciruelos de Cervera, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",9105,1040,PP,1040,PP
645,Castilla y León,Burgos,Cogollos,9108000100,COGOLLOS,1.0,1.0,1.0,1.0,"(42.200833333333, 3.6988888888889)","En Cogollos de Guadix, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 31 °C y rara vez baja a menos de -6 °C o sube a más de 35 °C.",9108,5920,PP,5920,PP
646,Castilla y León,Burgos,Condado de Treviño,9109000100,AGUILLO,0.0,0.0,0.77,0.7,"(42.73722, 2.63917)","En Águilas, los veranos son cálidos, húmedos, áridos y mayormente despejados y los inviernos son largos, fríos, secos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 31 °C y rara vez baja a menos de 3 °C o sube a más de 33 °C.",9109,1416,PNV,1416,PNV
647,Castilla y León,Burgos,Condado de Treviño,9109000200,AJARTE,0.0,0.0,1.0,1.0,"(42.75388889, 2.62166667)","En Ajasse Ipo, la temporada de lluvia es caliente, opresiva y nublada y la temporada seca es muy caliente, húmeda y parcialmente nublada. Durante el transcurso del año, la temperatura generalmente varía de 17 °C a 34 °C y rara vez baja a menos de 14 °C o sube a más de 37 °C.",9109,1416,PNV,1416,PNV
648,Castilla y León,Burgos,Condado de Treviño,9109000300,ALBAINA,0.0,0.0,1.0,1.0,"(42.689444444444, 2.6325)",Not found,9109,1416,PNV,1416,PNV
649,Castilla y León,Burgos,Condado de Treviño,9109000400,AÑASTRO,0.99,0.0,1.0,1.0,"(42.73333333, 2.78333333)","En Añasco, los veranos son largos, cálidos y mayormente nublados; los inviernos son calurosos, secos, ventosos y mayormente despejados y está opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 21 °C a 31 °C y rara vez baja a menos de 19 °C o sube a más de 32 °C.",9109,1416,PNV,1416,PNV
650,Castilla y León,Burgos,Condado de Treviño,9109000500,ARAICO,0.56,0.0,1.0,1.0,"(42.71972222, 2.77055556)","En Arauco, los veranos son cómodos, secos y mayormente despejados; los inviernos son largos, fríos, mojados y parcialmente nublados y está ventoso durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 22 °C y rara vez baja a menos de 2 °C o sube a más de 25 °C.",9109,1416,PNV,1416,PNV
651,Castilla y León,Burgos,Condado de Treviño,9109000600,ARANA,1.0,0.0,1.0,0.8,"(42.700833333333, 2.7186972222222)","En Arona, los veranos son cortos, calurosos, áridos y despejados; los inviernos son largos, frescos, secos y mayormente despejados y está ventoso durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 13 °C a 25 °C y rara vez baja a menos de 11 °C o sube a más de 28 °C.",9109,1416,PNV,1416,PNV
652,Castilla y León,Burgos,Condado de Treviño,9109000700,ARGOTE,0.0,0.0,1.0,1.0,"(42.70222222, 2.67472222)","En Argyle, los veranos son cálidos y bochornosos, los inviernos son fríos y ventosos y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 36 °C y rara vez baja a menos de -5 °C o sube a más de 39 °C.",9109,1416,PNV,1416,PNV
653,Castilla y León,Burgos,Condado de Treviño,9109000800,ARMENTÍA,1.0,0.0,1.0,1.0,"(42.71416667, 2.70361111)",Not found,9109,1416,PNV,1416,PNV
654,Castilla y León,Burgos,Condado de Treviño,9109000900,ARRIETA,1.0,0.0,1.0,1.0,"(42.733333333333, 2.7333333333333)","En Arriaga, la temporada de lluvia es opresiva y nublada; la temporada seca es bochornosa, ventosa y mayormente despejada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 37 °C y rara vez baja a menos de 19 °C o sube a más de 41 °C.",9109,1416,PNV,1416,PNV
655,Castilla y León,Burgos,Condado de Treviño,9109001000,ASCARZA,0.0,0.0,1.0,0.66,"(42.76111111, 2.70694444)","En Asmara, los veranos son calurosos, secos y parcialmente nublados y los inviernos son cortos, frescos, mojados, ventosos y nublados. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 25 °C y rara vez baja a menos de 7 °C o sube a más de 27 °C.",9109,1416,PNV,1416,PNV
656,Castilla y León,Burgos,Condado de Treviño,9109001100,BAJAURI,0.0,0.0,1.0,1.0,"(42.65305556, 2.56916667)","En Basauri, los veranos son cómodos; los inviernos son largos, fríos, mojados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 24 °C y rara vez baja a menos de 0 °C o sube a más de 29 °C.",9109,1416,PNV,1416,PNV
657,Castilla y León,Burgos,Condado de Treviño,9109001200,BURGUETA,0.77,0.0,1.0,1.0,"(42.74, 2.84527778)","En Bureta, los veranos son cálidos y mayormente despejados; los inviernos son muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 31 °C y rara vez baja a menos de -2 °C o sube a más de 36 °C.",9109,1416,PNV,1416,PNV
658,Castilla y León,Burgos,Condado de Treviño,9109001300,BUSTO DE TREVIÑO,1.0,0.0,1.0,1.0,"(42.733333333333, 2.7333333333333)",Not found,9109,1416,PNV,1416,PNV
659,Castilla y León,Burgos,Condado de Treviño,9109001400,CUCHO,0.84,0.0,1.0,1.0,"(42.73694444, 2.77166667)","En San Cristóbal Cucho, la temporada de lluvia es nublada, la temporada seca es mayormente despejada y es cómodo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 22 °C y rara vez baja a menos de 3 °C o sube a más de 24 °C.",9109,1416,PNV,1416,PNV
660,Castilla y León,Burgos,Condado de Treviño,9109001500,DORDÓNIZ,0.97,0.0,1.0,1.0,"(42.716111111111, 2.7358333333333)",Not found,9109,1416,PNV,1416,PNV
661,Castilla y León,Burgos,Condado de Treviño,9109001600,DOROÑO,0.57,0.0,1.0,1.0,"(42.77777778, 2.72805556)","En El Dorado Hills, los veranos son cálidos, áridos y mayormente despejados y los inviernos son fríos, mojados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 34 °C y rara vez baja a menos de 0 °C o sube a más de 39 °C.",9109,1416,PNV,1416,PNV
662,Castilla y León,Burgos,Condado de Treviño,9109001700,FRANCO,1.0,0.0,1.0,1.0,"(42.72166667, 2.71111111)",Not found,9109,1416,PNV,1416,PNV
663,Castilla y León,Burgos,Condado de Treviño,9109001800,FUIDIO,0.0,0.0,1.0,1.0,"(42.69305556, 2.64944444)","En Fundão, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son fríos, mojados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 31 °C y rara vez baja a menos de -3 °C o sube a más de 36 °C.",9109,1416,PNV,1416,PNV
664,Castilla y León,Burgos,Condado de Treviño,9109001900,GOLERNIO,1.0,0.0,1.0,1.0,"(42.76444444, 2.75472222)","En Goleniów, los veranos son cómodos y parcialmente nublados y los inviernos son largos, muy frío, nevados, ventosos y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de -3 °C a 23 °C y rara vez baja a menos de -11 °C o sube a más de 29 °C.",9109,1416,PNV,1416,PNV
665,Castilla y León,Burgos,Condado de Treviño,9109002000,GRANDIVAL,1.0,0.0,1.0,1.0,"(42.73333333, 2.73333333)",Not found,9109,1416,PNV,1416,PNV
666,Castilla y León,Burgos,Condado de Treviño,9109002100,IMIRURI,0.0,0.0,1.0,0.87,"(42.74416667, 2.67555556)",Not found,9109,1416,PNV,1416,PNV
667,Castilla y León,Burgos,Condado de Treviño,9109002200,LAÑO,0.0,0.0,1.0,0.45,"(42.663611111111, 2.6219444444444)","En Parque nacional del Lago del Cráter, los veranos son calurosos, secos y mayormente despejados y los inviernos son muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -5 °C a 30 °C y rara vez baja a menos de -13 °C o sube a más de 34 °C.",9109,1416,PNV,1416,PNV
668,Castilla y León,Burgos,Condado de Treviño,9109002300,MARAURI,0.0,0.0,1.0,1.0,"(42.72222222, 2.64166667)",Not found,9109,1416,PNV,1416,PNV
669,Castilla y León,Burgos,Condado de Treviño,9109002500,MESANZA,0.0,0.0,1.0,0.99,"(42.67833333, 2.66055556)","En Mestanza, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 34 °C y rara vez baja a menos de -4 °C o sube a más de 38 °C.",9109,1416,PNV,1416,PNV
670,Castilla y León,Burgos,Condado de Treviño,9109002600,MORAZA,0.0,0.0,1.0,0.93,"(42.67388889, 2.72138889)","En Morazán, los veranos son cortos, cálidos y nublados; los inviernos son cómodos, mojados y mayormente despejados y está opresivo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 19 °C a 34 °C y rara vez baja a menos de 16 °C o sube a más de 37 °C.",9109,1416,PNV,1416,PNV
671,Castilla y León,Burgos,Condado de Treviño,9109002700,MOSCADOR DE TREVIÑO,0.26,0.0,1.0,1.0,"(42.71111111, 2.72444444)",Not found,9109,1416,PNV,1416,PNV
672,Castilla y León,Burgos,Condado de Treviño,9109002800,MUERGAS,1.0,0.0,1.0,1.0,"(42.72722222, 2.80611111)","En Murgab, los veranos son tórridos, áridos y despejados y los inviernos son muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 39 °C y rara vez baja a menos de -5 °C o sube a más de 42 °C.",9109,1416,PNV,1416,PNV
673,Castilla y León,Burgos,Condado de Treviño,9109002900,OBECURI,0.0,0.0,0.76,1.0,"(42.64888889, 2.53111111)",Not found,9109,1416,PNV,1416,PNV
674,Castilla y León,Burgos,Condado de Treviño,9109003000,OCILLA Y LADRERA,1.0,0.0,1.0,1.0,"(42.76472222, 2.78166667)",Not found,9109,1416,PNV,1416,PNV
675,Castilla y León,Burgos,Condado de Treviño,9109003100,OGUETA,0.0,0.0,1.0,1.0,"(42.711944444444, 2.6455555555556)","En Oguta, la temporada de lluvia es caliente, opresiva y nublada y la temporada seca es muy caliente, bochornosa y parcialmente nublada. Durante el transcurso del año, la temperatura generalmente varía de 20 °C a 31 °C y rara vez baja a menos de 16 °C o sube a más de 33 °C.",9109,1416,PNV,1416,PNV
676,Castilla y León,Burgos,Condado de Treviño,9109003200,OZANA,0.78,0.0,1.0,0.99,"(42.71138889, 2.79416667)","En Ozona, los veranos son cálidos; los inviernos son cortos, fríos y secos y está ventoso y parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 35 °C y rara vez baja a menos de -6 °C o sube a más de 38 °C.",9109,1416,PNV,1416,PNV
677,Castilla y León,Burgos,Condado de Treviño,9109003300,PANGUA,1.0,0.0,1.0,1.0,"(42.73333333, 2.73333333)",Not found,9109,1416,PNV,1416,PNV
678,Castilla y León,Burgos,Condado de Treviño,9109003400,PARIZA,0.0,0.0,1.0,1.0,"(42.69305556, 2.61777778)","En París, los veranos son cortos, cómodos y parcialmente nublados y los inviernos son muy frío, ventosos y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 25 °C y rara vez baja a menos de -4 °C o sube a más de 31 °C.",9109,1416,PNV,1416,PNV
679,Castilla y León,Burgos,Condado de Treviño,9109003500,PEDRUZO,0.5,0.0,1.0,1.0,"(42.71416667, 2.69333333)","En Dom Pedrito, los veranos son calurosos y húmedos, los inviernos son cortos y frescos y está mojado y parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 30 °C y rara vez baja a menos de 2 °C o sube a más de 34 °C.",9109,1416,PNV,1416,PNV
680,Castilla y León,Burgos,Condado de Treviño,9109003600,SAMIANO,0.0,0.0,1.0,1.0,"(42.69194444, 2.665)","En Saviano, los veranos son cortos, cálidos, húmedos, secos y mayormente despejados y los inviernos son largos, fríos, mojados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 32 °C y rara vez baja a menos de 1 °C o sube a más de 35 °C.",9109,1416,PNV,1416,PNV
681,Castilla y León,Burgos,Condado de Treviño,9109003700,SAN ESTEBAN DE TREVIÑO,1.0,0.0,1.0,1.0,"(42.73611111, 2.81861111)",Not found,9109,1416,PNV,1416,PNV
682,Castilla y León,Burgos,Condado de Treviño,9109003800,SAN MARTÍN DE GALVARÍN,0.0,0.0,1.0,1.0,"(42.68055556, 2.68916667)",Not found,9109,1416,PNV,1416,PNV
683,Castilla y León,Burgos,Condado de Treviño,9109003900,SAN MARTÍN ZAR,0.0,0.0,1.0,0.78,"(42.69416667, 2.72638889)",Not found,9109,1416,PNV,1416,PNV
684,Castilla y León,Burgos,Condado de Treviño,9109004000,SAN VICENTEJO,0.0,0.0,0.99,0.83,"(42.75, 2.67888889)","En San Vicente del Raspeig, los veranos son cálidos, bochornosos y mayormente despejados; los inviernos son largos, fríos, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 31 °C y rara vez baja a menos de 2 °C o sube a más de 34 °C.",9109,1416,PNV,1416,PNV
685,Castilla y León,Burgos,Condado de Treviño,9109004100,SARASO,0.0,0.0,1.0,1.0,"(42.715277777778, 2.6627777777778)","En Sarasota, los veranos son largos, cálidos, opresivos, mojados y mayormente nublados y los inviernos son cortos, frescos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 11 °C a 32 °C y rara vez baja a menos de 4 °C o sube a más de 34 °C.",9109,1416,PNV,1416,PNV
686,Castilla y León,Burgos,Condado de Treviño,9109004200,SÁSETA,0.0,0.0,1.0,1.0,"(42.71861111, 2.595)","En Néa Sánta, los veranos son cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 32 °C y rara vez baja a menos de -6 °C o sube a más de 36 °C.",9109,1416,PNV,1416,PNV
687,Castilla y León,Burgos,Condado de Treviño,9109004300,TARAVERO,0.0,0.0,1.0,0.77,"(42.733333333333, 2.7333333333333)","En Talavera de la Reina, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 35 °C y rara vez baja a menos de -3 °C o sube a más de 39 °C.",9109,1416,PNV,1416,PNV
688,Castilla y León,Burgos,Condado de Treviño,9109004400,TORRE,0.0,0.0,1.0,1.0,"(42.69444444, 2.67333333)","En Torrevieja, los veranos son calurosos, bochornosos y mayormente despejados; los inviernos son largos, fríos, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 29 °C y rara vez baja a menos de 2 °C o sube a más de 32 °C.",9109,1416,PNV,1416,PNV
