,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,population
4698,Castilla y León,Burgos,Pineda de la Sierra,9266000100,PINEDA DE LA SIERRA,0.0,0.0,1.0,0.98,"(42.215833333333, 3.2972222222222)","En Pineda de la Sierra, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -4 °C a 24 °C y rara vez baja a menos de -8 °C o sube a más de 30 °C.",99 hab.(2021)
4699,Castilla y León,Burgos,Pineda Trasmonte,9267000100,PINEDA TRASMONTE,0.0,0.0,1.0,0.41,"(41.908611111111, 3.6955555555556)",Not found,117 hab.(2021)
4700,Castilla y León,Burgos,Pinilla de los Barruecos,9268000100,GETE,0.0,0.0,1.0,0.86,"(41.94861111, 3.31166667)","En Getelo, los veranos son cómodos y parcialmente nublados y los inviernos son muy frío, ventosos y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 22 °C y rara vez baja a menos de -8 °C o sube a más de 29 °C.",9 hab.(INE2020)
4701,Castilla y León,Burgos,Pinilla de los Barruecos,9268000200,PINILLA DE LOS BARRUECOS,0.0,0.0,0.99,0.91,"(41.918888888889, 3.305)","En Pinilla de los Barruecos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",99 hab.(2021)
4702,Castilla y León,Burgos,Pinilla de los Moros,9269000100,PIEDRAHÍTA DE MUÑÓ,0.0,0.0,1.0,1.0,"(42.075935833333, 3.3083166666667)",Not found,7 hab.(INE2020)
4703,Castilla y León,Burgos,Pinilla de los Moros,9269000200,PINILLA DE LOS MOROS,1.0,0.0,1.0,1.0,"(42.067777777778, 3.3272222222222)","En Pinilla de los Moros, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",40 hab.(2021)
4704,Castilla y León,Burgos,Pinilla Trasmonte,9270000100,PINILLA TRASMONTE,0.97,0.0,1.0,1.0,"(41.873333333333, 3.62)",Not found,165 hab.(2021)
4705,Castilla y León,Burgos,Poza de la Sal,9272000100,CASTIL DE LENCES,1.0,0.0,1.0,0.99,"(42.641411111111, 3.5463694444444)","En Ávila, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",39 hab.(INE2020)
4706,Castilla y León,Burgos,Poza de la Sal,9272000200,LENCES DE BUREBA,1.0,0.0,1.0,1.0,,Not found,
4707,Castilla y León,Burgos,Poza de la Sal,9272000300,POZA DE LA SAL,1.0,0.0,0.99,0.99,"(42.666388888889, 3.5016666666667)","En Poza de la Sal, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 26 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",294 hab.(2021)
4708,Castilla y León,Burgos,Prádanos de Bureba,9273000100,PRÁDANOS DE BUREBA,0.96,0.0,1.0,1.0,"(42.502222222222, 3.3475)","En Prádanos de Bureba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",56 hab.(2021)
4709,Castilla y León,Burgos,Pradoluengo,9274000100,GARGANCHÓN,0.29,0.0,1.0,1.0,"(42.326936111111, 3.2249583333333)",Not found,16 hab.(INE2020)
4710,Castilla y León,Burgos,Pradoluengo,9274000200,PRADOLUENGO,1.0,1.0,0.99,0.99,"(42.325, 3.1986111111111)","En Pradoluengo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 26 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",1120 hab.(2021)
4711,Castilla y León,Burgos,Presencio,9275000100,PRESENCIO,1.0,0.0,1.0,1.0,"(42.187222222222, 3.9002777777778)","En El Provencio, los veranos son cortos, cálidos y mayormente despejados; los inviernos son largos, muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -4 °C o sube a más de 36 °C.",190 hab.(2021)
4712,Castilla y León,Burgos,"Puebla de Arganzón, La",9276000100,PUEBLA DE ARGANZÓN (LA),1.0,1.0,1.0,1.0,"(42.766111111111, 2.8313888888889)",Not found,513 hab.(2021)
4713,Castilla y León,Burgos,"Puebla de Arganzón, La",9276000200,VILLANUEVA DE LA OCA,0.88,0.0,1.0,1.0,"(42.77555556, 2.79805556)",Not found,9 hab.(INE2020)
4714,Castilla y León,Burgos,Puentedura,9277000100,PUENTEDURA,1.0,0.0,1.0,1.0,"(42.041666666667, 3.5827777777778)","En Puentedura, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",120 hab.(2021)
4715,Castilla y León,Burgos,Quemada,9279000100,QUEMADA,1.0,0.0,1.0,1.0,"(41.700277777778, 3.5747222222222)","En Quesada, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 35 °C y rara vez baja a menos de -5 °C o sube a más de 39 °C.",255 hab.(2021)
4716,Castilla y León,Burgos,Quintanabureba,9280000100,QUINTANABUREBA,0.88,0.0,1.0,1.0,"(42.586666666667, 3.3666666666667)","En Quintanabureba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 27 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",30 hab.(2021)
4717,Castilla y León,Burgos,Quintana del Pidio,9281000100,QUINTANA DEL PIDIO,1.0,0.0,1.0,1.0,"(41.759444444444, 3.7513888888889)","En Quintana del Pidio, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",157 hab.(2021)
4718,Castilla y León,Burgos,Quintanaélez,9283000100,MARCILLO,0.0,0.0,1.0,1.0,"(42.671163888889, 3.2791388888889)","En Marcilla, los veranos son calurosos, secos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 31 °C y rara vez baja a menos de -2 °C o sube a más de 37 °C.",2 hab.(INE2020)
4719,Castilla y León,Burgos,Quintanaélez,9283000200,QUINTANAÉLEZ,0.0,0.0,1.0,1.0,"(42.668611111111, 3.2991666666667)","En Quintanaélez, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 26 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",43 hab.(2021)
4720,Castilla y León,Burgos,Quintanaélez,9283000300,QUINTANILLA CABE SOTO,0.0,0.0,1.0,1.0,"(42.672102777778, 3.2912416666667)",Not found,1 hab.(INE2020)
4721,Castilla y León,Burgos,Quintanaélez,9283000400,SOTO DE BUREBA,0.0,0.0,1.0,1.0,"(42.676055555556, 3.2951694444444)",Not found,1 hab.(INE2020)
4722,Castilla y León,Burgos,Quintanaortuño,9287000100,QUINTANAORTUÑO,1.0,1.0,1.0,1.0,"(42.449722222222, 3.6836111111111)","En Quintanaortuño, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",274 hab.(2021)
4723,Castilla y León,Burgos,Quintanapalla,9288000100,QUINTANAPALLA,0.78,0.0,1.0,1.0,"(42.408333333333, 3.5341666666667)","En Quintanapalla, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",117 hab.(2021)
4724,Castilla y León,Burgos,Quintanar de la Sierra,9289000100,QUINTANAR DE LA SIERRA,1.0,0.72,1.0,1.0,"(41.981388888889, 3.0394444444444)","En Quintanar de la Sierra, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",1596 hab.(2021)
4725,Castilla y León,Burgos,Quintanavides,9292000100,QUINTANAVIDES,1.0,0.0,1.0,1.0,"(42.481388888889, 3.4247222222222)","En Quintanavides, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",74 hab.(2021)
4726,Castilla y León,Burgos,Quintanilla de la Mata,9294000100,QUINTANILLA DE LA MATA,1.0,0.0,1.0,1.0,"(41.988611111111, 3.7677777777778)","En Quintanilla de la Mata, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",117 hab.(2021)
4727,Castilla y León,Burgos,Quintanilla del Coco,9295000100,CASTROCENIZA,0.0,0.0,1.0,1.0,"(42.000347222222, 3.5362638888889)",Not found,23 hab.(INE2020)
4728,Castilla y León,Burgos,Quintanilla del Coco,9295000200,QUINTANILLA DEL COCO,0.7,0.0,1.0,1.0,"(41.979166666667, 3.5166666666667)","En Quintanilla del Coco, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",50 hab.(2021)
4729,Castilla y León,Burgos,"Quintanillas, Las",9297000100,QUINTANILLAS (LAS),0.88,0.0,1.0,0.99,"(42.3725, 3.8438888888889)","En Quintanilla de la Mata, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",379 hab.(2021)
4730,Castilla y León,Burgos,"Quintanillas, Las",9297000200,SANTA MARÍA TAJADURA,1.0,0.0,1.0,1.0,"(42.383813888889, 3.8326416666667)",Not found,50 hab.(INE2020)
4731,Castilla y León,Burgos,"Quintanillas, Las",9297000300,VILLARMENTERO,1.0,0.0,1.0,1.0,"(42.373161111111, 3.8234555555556)","En Villarmentero de Esgueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",31 hab.(INE2020)
4732,Castilla y León,Burgos,Quintanilla San García,9298000100,QUINTANILLA SAN GARCÍA,0.0,0.0,1.0,0.99,"(42.549166666667, 3.1938888888889)",Not found,79 hab.(2021)
4733,Castilla y León,Burgos,Quintanilla Vivar,9301000100,QUINTANILLA-VIVAR O QUINTANILLA MOROCISLA,0.98,0.98,1.0,1.0,,Not found,
4734,Castilla y León,Burgos,Quintanilla Vivar,9301000200,VIVAR DEL CID,0.98,0.96,1.0,1.0,"(42.422030555556, 3.6795194444444)","En Viña del Mar, los veranos son cómodos, áridos y despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 21 °C y rara vez baja a menos de 3 °C o sube a más de 24 °C.",239 hab.(INE2020)
4735,Castilla y León,Burgos,Rabanera del Pinar,9302000100,RABANERA DEL PINAR,0.0,0.0,0.99,1.0,"(41.8925, 3.1941666666667)","En Rabanera del Pinar, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",98 hab.(2021)
4736,Castilla y León,Burgos,Rábanos,9303000100,ALARCIA,0.0,0.0,1.0,0.99,"(42.305, 3.2969444444444)","En Pozuelo de Alarcón, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 33 °C y rara vez baja a menos de -5 °C o sube a más de 37 °C.",45 hab.(INE2020)
4737,Castilla y León,Burgos,Rábanos,9303000200,RÁBANOS,0.0,0.0,0.95,0.99,"(42.319722222222, 3.27)","En Rábano de Aliste, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",82 hab.(2021)
4738,Castilla y León,Burgos,Rábanos,9303000300,VILLAMUDRIA,0.0,0.0,1.0,1.0,"(42.329997222222, 3.29195)","En Villamaría, los veranos son cortos y cómodos, los inviernos son cortos y frescos y está mojado y nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 13 °C a 22 °C y rara vez baja a menos de 12 °C o sube a más de 25 °C.",27 hab.(INE2020)
4739,Castilla y León,Burgos,Rabé de las Calzadas,9304000100,RABÉ DE LAS CALZADAS,0.94,0.0,1.0,1.0,"(42.34, 3.8341666666667)","En Rabé de las Calzadas, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",232 hab.(2021)
4740,Castilla y León,Burgos,Rebolledo de la Torre,9306000100,ALBACASTRO,0.0,0.0,0.89,0.77,"(42.681736111111, 4.1898777777778)",Not found,2 hab.(INE2020)
4741,Castilla y León,Burgos,Rebolledo de la Torre,9306000200,CASTRECIAS,0.14,0.0,0.99,1.0,"(42.708888888889, 4.2025)",Not found,19 hab.(INE2020)
4742,Castilla y León,Burgos,Rebolledo de la Torre,9306000300,REBOLLEDA (LA),1.0,0.0,1.0,1.0,"(42.732222222222, 4.2558333333333)","En Rebolledo de la Torre, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",8 hab.(INE2020)
4743,Castilla y León,Burgos,Rebolledo de la Torre,9306000400,REBOLLEDO DE LA TORRE,0.0,0.0,1.0,0.91,"(42.686944444444, 4.2272222222222)","En Rebolledo de la Torre, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",95 hab.(2021)
4744,Castilla y León,Burgos,Rebolledo de la Torre,9306000500,VALTIERRA DE ALBACASTRO,0.0,0.0,1.0,0.22,"(42.680989722222, 4.1648291666667)",Not found,14 hab.(INE2020)
4745,Castilla y León,Burgos,Rebolledo de la Torre,9306000600,VILLELA,1.0,0.0,1.0,1.0,"(42.684486111111, 4.2820083333333)","En Villena, los veranos son cortos, cálidos y mayormente despejados; los inviernos son largos, fríos, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 31 °C y rara vez baja a menos de -2 °C o sube a más de 34 °C.",20 hab.(INE2020)
4746,Castilla y León,Burgos,Redecilla del Camino,9307000100,REDECILLA DEL CAMINO,1.0,0.0,1.0,1.0,"(42.438055555556, 3.065)","En Redecilla del Camino, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",104 hab.(2021)
4747,Castilla y León,Burgos,Redecilla del Campo,9308000100,QUINTANILLA DEL MONTE,0.0,0.0,1.0,0.0,"(42.439166666667, 3.1297222222222)","En Quintanilla del Monte, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",20 hab.(INE2020)
4748,Castilla y León,Burgos,Redecilla del Campo,9308000200,REDECILLA DEL CAMPO,0.14,0.0,1.0,1.0,"(42.466666666667, 3.115)","En Redecilla del Campo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",63 hab.(2021)
