,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,Weather_info,pob_tot_muni,partido_gov_x,pob_tot_muni.1,partido_gov_y,population,T_minMedia,T_maxMedia,T_minExtrema,T_maxExtrema,location
1305,Castilla y León,Burgos,Valle de Mena,9410002300,IRÚS,1.0,0.0,1.0,1.0,"En Irún-Uranzu, los veranos son cómodos; los inviernos son largos, fríos, mojados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 25 °C y rara vez baja a menos de 0 °C o sube a más de 29 °C.",3987.0,PSOE,3987,PSOE,,5,25,0,29,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1306,Castilla y León,Burgos,Valle de Mena,9410002400,LECIÑANA DE MENA,0.68,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1307,Castilla y León,Burgos,Valle de Mena,9410002500,LEZANA DE MENA,1.0,0.0,0.9,1.0,Not found,3987.0,PSOE,3987,PSOE,117 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.3467593, 43.0833009]}"
1308,Castilla y León,Burgos,Valle de Mena,9410002600,LORCIO,1.0,0.0,1.0,1.0,"En Lorca, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son largos, fríos, secos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 32 °C y rara vez baja a menos de -1 °C o sube a más de 35 °C.",3987.0,PSOE,3987,PSOE,5 hab.(INE2020),3,32,-1,35,"{'type': 'Point', 'coordinates': [3.1568944444444, 43.085477777778]}"
1309,Castilla y León,Burgos,Valle de Mena,9410002700,LLANO DE MENA,0.0,0.0,0.99,0.99,Not found,3987.0,PSOE,3987,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1310,Castilla y León,Burgos,Valle de Mena,9410002800,MALTRANA,1.0,0.0,1.0,1.0,"En Maltrata, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es cómodo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 24 °C y rara vez baja a menos de 3 °C o sube a más de 28 °C.",3987.0,PSOE,3987,PSOE,42 hab.(INE2020),6,24,3,28,"{'type': 'Point', 'coordinates': [3.2620583333333, 43.127994444444]}"
1311,Castilla y León,Burgos,Valle de Mena,9410002900,MALTRANILLA,1.0,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,105 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.2754166666667, 43.128186111111]}"
1312,Castilla y León,Burgos,Valle de Mena,9410003000,MEDIANAS,0.83,0.0,1.0,1.0,"En Medina, los veranos son largos, tórridos y áridos; los inviernos son cortos, cómodos, secos y ventosos y está mayormente despejado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 12 °C a 43 °C y rara vez baja a menos de 9 °C o sube a más de 46 °C.",3987.0,PSOE,3987,PSOE,47 hab.(INE2020),12,43,9,46,"{'type': 'Point', 'coordinates': [3.2527472222222, 43.106694444444]}"
1313,Castilla y León,Burgos,Valle de Mena,9410003100,MENAMAYOR,0.96,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,53 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.2501861111111, 43.121961111111]}"
1314,Castilla y León,Burgos,Valle de Mena,9410003200,MONTIANO,1.0,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,"1,715 hab.",,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1315,Castilla y León,Burgos,Valle de Mena,9410003300,NAVA DE MENA,0.72,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,126 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.2704916666667, 43.154086111111]}"
1316,Castilla y León,Burgos,Valle de Mena,9410003400,OPIO,1.0,0.0,1.0,1.0,"En Opio, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 27 °C y rara vez baja a menos de -1 °C o sube a más de 29 °C.",3987.0,PSOE,3987,PSOE,,2,27,-1,29,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1317,Castilla y León,Burgos,Valle de Mena,9410003500,ORDEJÓN DE MENA,0.92,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1318,Castilla y León,Burgos,Valle de Mena,9410003600,OVILLA,1.0,0.0,1.0,1.0,"En Ovilla, los veranos son cálidos y bochornosos, los inviernos son fríos y ventosos y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 35 °C y rara vez baja a menos de -4 °C o sube a más de 38 °C.",3987.0,PSOE,3987,PSOE,,3,35,-4,38,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1319,Castilla y León,Burgos,Valle de Mena,9410003700,PARTEARROYO,0.39,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1320,Castilla y León,Burgos,Valle de Mena,9410003800,PRESILLA (LA),1.0,0.0,1.0,1.0,"En La Palmita y Anexos (La Presita), la temporada de lluvia es tórrida, opresiva y mayormente nublada y la temporada seca es muy caliente y parcialmente nublada. Durante el transcurso del año, la temperatura generalmente varía de 12 °C a 37 °C y rara vez baja a menos de 8 °C o sube a más de 39 °C.",3987.0,PSOE,3987,PSOE,,12,37,8,39,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1321,Castilla y León,Burgos,Valle de Mena,9410003900,RIBOTA DE MENA,0.0,0.0,0.86,1.0,Not found,3987.0,PSOE,3987,PSOE,29 hab.(2019),,,,,"{'type': 'Point', 'coordinates': [3.3054131, 43.1383752]}"
1322,Castilla y León,Burgos,Valle de Mena,9410004000,RÍO DE MENA,0.0,0.0,0.77,0.77,Not found,3987.0,PSOE,3987,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1323,Castilla y León,Burgos,Valle de Mena,9410004100,SANTA CRUZ DE MENA,1.0,0.0,0.99,1.0,Not found,3987.0,PSOE,3987,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1324,Castilla y León,Burgos,Valle de Mena,9410004200,SANTA MARÍA DEL LLANO DE TUDELA,1.0,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1325,Castilla y León,Burgos,Valle de Mena,9410004300,SANTA OLAJA,1.0,0.0,1.0,1.0,"En Santa Oliva, los veranos son cortos, calurosos, húmedos y mayormente despejados; los inviernos son largos, fríos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 29 °C y rara vez baja a menos de -0 °C o sube a más de 31 °C.",3987.0,PSOE,3987,PSOE,,4,29,-0,31,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1326,Castilla y León,Burgos,Valle de Mena,9410004400,SANTECILLA,1.0,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,69 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.2342846, 43.1629573]}"
1327,Castilla y León,Burgos,Valle de Mena,9410004500,SANTIAGO DE TUDELA,0.94,0.0,1.0,1.0,"En Santiago Tuxtla, la temporada de lluvia es opresiva y nublada, la temporada seca es bochornosa y mayormente despejada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 16 °C a 32 °C y rara vez baja a menos de 13 °C o sube a más de 35 °C.",3987.0,PSOE,3987,PSOE,,16,32,13,35,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1328,Castilla y León,Burgos,Valle de Mena,9410004600,SIONES,1.0,0.0,1.0,1.0,"En Sídney, los veranos son calurosos y parcialmente nublados y los inviernos son cortos, frescos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 8 °C a 27 °C y rara vez baja a menos de 5 °C o sube a más de 32 °C.",3987.0,PSOE,3987,PSOE,32 hab.(INE2020),8,27,5,32,"{'type': 'Point', 'coordinates': [3.3193055, 43.0687966]}"
1329,Castilla y León,Burgos,Valle de Mena,9410004700,SOPEÑANO,1.0,0.0,1.0,1.0,"En Sopela, los veranos son cómodos y secos; los inviernos son largos, fríos, mojados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 24 °C y rara vez baja a menos de 2 °C o sube a más de 27 °C.",3987.0,PSOE,3987,PSOE,163 hab.(INE2020),6,24,2,27,"{'type': 'Point', 'coordinates': [3.3344472222222, 43.076894444444]}"
1330,Castilla y León,Burgos,Valle de Mena,9410004800,TARANCO,1.0,0.0,1.0,1.0,"En Tarancón, los veranos son cortos, cálidos y mayormente despejados; los inviernos son largos, muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 32 °C y rara vez baja a menos de -6 °C o sube a más de 36 °C.",3987.0,PSOE,3987,PSOE,9 hab.(2019),-1,32,-6,36,"{'type': 'Point', 'coordinates': [3.3344742, 43.1109691]}"
1331,Castilla y León,Burgos,Valle de Mena,9410004900,UNGO,1.0,0.0,1.0,1.0,"En Ungogo, la temporada de lluvia es opresiva y mayormente nublada, la temporada seca es parcialmente nublada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 14 °C a 38 °C y rara vez baja a menos de 11 °C o sube a más de 41 °C.",3987.0,PSOE,3987,PSOE,36 hab.(INE2020),14,38,11,41,"{'type': 'Point', 'coordinates': [3.2694177, 43.1408315]}"
1332,Castilla y León,Burgos,Valle de Mena,9410005000,VALLEJO DE MENA,0.91,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,61 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.3036793, 43.0843402]}"
1333,Castilla y León,Burgos,Valle de Mena,9410005100,VALLEJUELO,1.0,0.0,1.0,1.0,"En Vallejuelo, los veranos son cortos, cálidos, opresivos y mayormente nublados y los inviernos son cortos, cómodos, húmedos, secos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 16 °C a 30 °C y rara vez baja a menos de 14 °C o sube a más de 33 °C.",3987.0,PSOE,3987,PSOE,14 hab.(INE2020),16,30,14,33,"{'type': 'Point', 'coordinates': [3.3353142, 43.0738801]}"
1334,Castilla y León,Burgos,Valle de Mena,9410005200,VALLUERCA,1.0,0.0,0.95,0.96,"En Valluércanes, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",3987.0,PSOE,3987,PSOE,8 hab.,-0,27,-5,32,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1335,Castilla y León,Burgos,Valle de Mena,9410005300,VENTADES,0.0,0.0,0.99,0.99,"En Ventanas, la temporada de lluvia es opresiva y nublada, la temporada seca es húmeda y parcialmente nublada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 32 °C y rara vez baja a menos de 21 °C o sube a más de 34 °C.",3987.0,PSOE,3987,PSOE,,22,32,21,34,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1336,Castilla y León,Burgos,Valle de Mena,9410005400,VIERGOL,0.93,0.0,1.0,1.0,"En Vierzon, los veranos son calurosos y parcialmente nublados y los inviernos son muy frío, ventosos y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",3987.0,PSOE,3987,PSOE,14 hab.(INE2020),1,26,-5,32,"{'type': 'Point', 'coordinates': [3.2102276, 43.1292199]}"
1337,Castilla y León,Burgos,Valle de Mena,9410005500,VIGO (EL),1.0,0.0,1.0,1.0,"En El Viso del Alcor, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 36 °C y rara vez baja a menos de 0 °C o sube a más de 40 °C.",3987.0,PSOE,3987,PSOE,,5,36,0,40,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
1338,Castilla y León,Burgos,Valle de Mena,9410005600,VILLANUEVA DE MENA,0.98,0.21,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,258 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.30161111, 43.09830556]}"
1339,Castilla y León,Burgos,Valle de Mena,9410005700,VILLASANA DE MENA,1.0,1.0,1.0,1.0,"En Villasana de Mena, los veranos son cómodos y secos; los inviernos son largos, muy frío, mojados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 24 °C y rara vez baja a menos de -2 °C o sube a más de 30 °C.",3987.0,PSOE,3987,PSOE,1565 hab.(INE2020),2,24,-2,30,"{'type': 'Point', 'coordinates': [3.291833, 43.1002135]}"
1340,Castilla y León,Burgos,Valle de Mena,9410005800,VILLASUSO DE MENA,0.88,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,79 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.3211367, 43.0827335]}"
1341,Castilla y León,Burgos,Valle de Mena,9410005900,VIVANCO DE MENA,0.58,0.0,1.0,1.0,Not found,3987.0,PSOE,3987,PSOE,46 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.3555272, 43.0921678]}"
1342,Castilla y León,Burgos,Valle de Oca,9411000100,CUEVA CARDIEL,0.0,0.0,1.0,0.58,Not found,1690.0,PSOE,1690,PSOE,22 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.33333333, 42.45]}"
1343,Castilla y León,Burgos,Valle de Oca,9411000200,MOZONCILLO DE OCA,0.76,0.0,1.0,0.99,Not found,1690.0,PSOE,1690,PSOE,8 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.31666667, 42.4]}"
1344,Castilla y León,Burgos,Valle de Oca,9411000300,VILLALBOS,0.0,0.0,1.0,0.88,"En Collado Villalba, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",1690.0,PSOE,1690,PSOE,13 hab.(INE2020),-1,31,-5,35,"{'type': 'Point', 'coordinates': [3.3297222222222, 42.444444444444]}"
1345,Castilla y León,Burgos,Valle de Oca,9411000400,VILLALMONDAR,0.44,0.0,1.0,1.0,Not found,1690.0,PSOE,1690,PSOE,9 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.3360944444444, 42.452380555556]}"
1346,Castilla y León,Burgos,Valle de Oca,9411000500,VILLALÓMEZ,0.53,0.0,0.6,0.74,"En Villagómez la Nueva, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1690.0,PSOE,1690,PSOE,63 hab.(INE2020),0,29,-4,33,"{'type': 'Point', 'coordinates': [3.3129361111111, 42.429475]}"
1347,Castilla y León,Burgos,Valle de Oca,9411000600,VILLANASUR RÍO DE OCA,0.85,0.0,1.0,1.0,Not found,1690.0,PSOE,1690,PSOE,50 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.3204027777778, 42.436652777778]}"
1348,Castilla y León,Burgos,Valle de Tobalina,9412000100,BARCINA DEL BARCO,0.98,0.0,1.0,1.0,"En Barcial del Barco, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",9010.0,PP,9010,PP,75 hab.(INE2020),0,29,-5,34,"{'type': 'Point', 'coordinates': [3.2215077, 42.7781538]}"
1349,Castilla y León,Burgos,Valle de Tobalina,9412000200,BASCUÑUELOS,1.0,0.0,1.0,1.0,Not found,9010.0,PP,9010,PP,17 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.3340722222222, 42.810827777778]}"
1350,Castilla y León,Burgos,Valle de Tobalina,9412000300,CORMENZANA,1.0,0.0,1.0,1.0,"En Correzzana, los veranos son calurosos, los inviernos son muy frío y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",9010.0,PP,9010,PP,2 hab.(INE2020),-1,28,-5,32,"{'type': 'Point', 'coordinates': [3.2788888888889, 42.798888888889]}"
1351,Castilla y León,Burgos,Valle de Tobalina,9412000400,CUEZVA,0.87,0.0,1.0,1.0,"En Cuenca, los veranos son cortos, calurosos y mayormente despejados; los inviernos son largos, muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 31 °C y rara vez baja a menos de -6 °C o sube a más de 34 °C.",9010.0,PP,9010,PP,7 hab.(INE2020),-1,31,-6,34,"{'type': 'Point', 'coordinates': [3.233832, 42.7614266]}"
1352,Castilla y León,Burgos,Valle de Tobalina,9412000500,GABANES,0.88,0.0,1.0,1.0,"En Gabane, los veranos son largos, cálidos y parcialmente nublados y los inviernos son cortos, frescos, secos y despejados. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 31 °C y rara vez baja a menos de 1 °C o sube a más de 36 °C.",9010.0,PP,9010,PP,8 hab.(INE2020),5,31,1,36,"{'type': 'Point', 'coordinates': [3.2302777777778, 42.798055555556]}"
1353,Castilla y León,Burgos,Valle de Tobalina,9412000600,GAROÑA,0.43,0.0,1.0,1.0,"En Garoua, la temporada de lluvia es muy caliente, opresiva y nublada y la temporada seca es tórrida y parcialmente nublada. Durante el transcurso del año, la temperatura generalmente varía de 18 °C a 40 °C y rara vez baja a menos de 16 °C o sube a más de 43 °C.",9010.0,PP,9010,PP,13 hab.(INE2020),18,40,16,43,"{'type': 'Point', 'coordinates': [3.2226247, 42.7665532]}"
1354,Castilla y León,Burgos,Valle de Tobalina,9412000700,HEDESO,0.0,0.0,1.0,1.0,"En Heves, los veranos son calurosos, los inviernos son muy frío y nevados y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de -4 °C a 28 °C y rara vez baja a menos de -11 °C o sube a más de 33 °C.",9010.0,PP,9010,PP,7 hab.(INE2020),-4,28,-11,33,"{'type': 'Point', 'coordinates': [3.2947388888889, 42.829966666667]}"
1355,Castilla y León,Burgos,Valle de Tobalina,9412000800,HERRÁN,0.0,0.0,1.0,0.46,"En Herrin, los veranos son cálidos y bochornosos; los inviernos son muy frío, mojados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -3 °C a 32 °C y rara vez baja a menos de -12 °C o sube a más de 36 °C.",9010.0,PP,9010,PP,16 hab.(INE2020),-3,32,-12,36,"{'type': 'Point', 'coordinates': [3.2288888888889, 42.823333333333]}"
1356,Castilla y León,Burgos,Valle de Tobalina,9412000900,LECIÑANA DE TOBALINA,0.0,0.0,0.99,1.0,Not found,9010.0,PP,9010,PP,14 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.2739055555556, 42.809608333333]}"
1357,Castilla y León,Burgos,Valle de Tobalina,9412001000,LOMANA,1.0,0.0,1.0,1.0,"En Lovaina, los veranos son cómodos y parcialmente nublados y los inviernos son muy frío, ventosos y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 23 °C y rara vez baja a menos de -6 °C o sube a más de 29 °C.",9010.0,PP,9010,PP,5 hab.(INE2020),1,23,-6,29,"{'type': 'Point', 'coordinates': [3.31125, 42.796036111111]}"
1358,Castilla y León,Burgos,Valle de Tobalina,9412001100,LOZARES DE TOBALINA,0.83,0.0,1.0,1.0,Not found,9010.0,PP,9010,PP,18 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.3262611111111, 42.802872222222]}"
1359,Castilla y León,Burgos,Valle de Tobalina,9412001200,MIJARALENGUA,0.0,0.0,1.0,1.0,Not found,9010.0,PP,9010,PP,6 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [3.2010944444444, 42.780994444444]}"
